week,ID,Demand,Discount_Percentage,lag_1,rolling_mean,upload_date_time,Primary_Category_Alt,Name,price_range_description,Price,Description,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Supplier_Name,Last_Restock_Date,Total_Revenue
16,6645,24,20.04,93.0,74.5,2022-04-22 01:14:53.531160,Women,Coat,Medium,42.03,Coat in Women category,Available,256,61,11,Supplier_2,Apparel Distribution Center,2022-02-23 01:14:53.531160,806.48
36,5598,75,32.99,24.0,66.0,2021-09-11 01:14:53.531160,Men,Coat,Premium,233.37,Coat in Men category,Available,151,20,15,Supplier_7,Blankstyle,2021-08-07 01:14:53.531160,11729.3
28,7738,43,8.07,75.0,58.75,2022-07-15 01:14:53.531160,Women,Bags,High,166.84,Bags in Women category,Out of Stock,190,57,3,Supplier_1,FashionGo,2022-07-15 01:14:53.531160,6595.29
13,8629,92,32.26,43.0,58.5,2021-04-04 01:14:53.531160,Women,Sneakers,High,186.02,Sneakers in Women category,Available,144,73,12,Supplier_8,TSC Apparel,2021-03-21 01:14:53.531160,11593.14
35,3578,2,30.08,92.0,53.0,2022-08-30 01:14:53.531160,Shoes,Sneakers,Low,9.78,Sneakers in Shoes category,Out of Stock,33,44,9,Supplier_5,Royal Apparel,2022-07-08 01:14:53.531160,13.68
29,9365,43,31.69,2.0,45.0,2023-07-23 01:14:53.531160,Kids,Sneakers,Premium,229.7,Sneakers in Kids category,Available,174,34,1,Supplier_7,Blankstyle,2023-06-12 01:14:53.531160,6746.57
33,6206,89,26.99,43.0,56.5,2022-08-15 01:14:53.531160,Kids,Hat,Premium,262.53,Hat in Kids category,Available,153,22,9,Supplier_3,AlphaBroder,2022-06-14 01:14:53.531160,17058.72
38,5370,136,37.3,89.0,67.5,2021-09-23 01:14:53.531160,Women,Bags,High,133.19,Bags in Women category,Available,197,35,15,Supplier_5,Royal Apparel,2021-08-30 01:14:53.531160,11357.25
28,1236,28,31.81,136.0,74.0,2022-07-14 01:14:53.531160,Men,Jeans,Medium,97.82,Jeans in Men category,Available,115,12,5,Supplier_1,FashionGo,2022-06-18 01:14:53.531160,1867.7
36,6934,35,37.14,28.0,72.0,2023-09-05 01:14:53.531160,Women,Jacket,Premium,419.15,Jacket in Women category,Out of Stock,172,57,5,Supplier_4,Bella+Canvas,2023-07-30 01:14:53.531160,9221.67
13,7821,106,10.26,35.0,76.25,2022-03-31 01:14:53.531160,Women,Bags,High,188.9,Bags in Women category,Available,155,12,11,Supplier_2,Apparel Distribution Center,2022-01-16 01:14:53.531160,17968.27
26,9198,53,18.09,106.0,55.5,2023-06-29 01:14:53.531160,Men,Shirt,Premium,469.87,Shirt in Men category,Out of Stock,176,39,1,Supplier_6,S&S Activewear,2023-05-26 01:14:53.531160,20397.05
18,5434,64,48.63,53.0,64.5,2021-05-09 01:14:53.531160,Accessories,Dress,Medium,64.2,Dress in Accessories category,Out of Stock,185,7,1,Supplier_1,FashionGo,2021-04-22 01:14:53.531160,2110.71
2,3316,73,48.76,64.0,74.0,2023-01-09 01:14:53.531160,Women,Bags,Premium,339.9,Bags in Women category,Available,73,48,1,Supplier_1,FashionGo,2022-10-31 01:14:53.531160,12712.95
21,3052,7,35.09,73.0,49.25,2021-05-27 01:14:53.531160,Men,Shirt,Low,9.43,Shirt in Men category,Available,18,72,6,Supplier_1,FashionGo,2021-05-21 01:14:53.531160,42.86
35,4753,84,11.74,7.0,57.0,2021-09-01 01:14:53.531160,Shoes,Jeans,High,186.83,Jeans in Shoes category,Out of Stock,264,16,1,Supplier_4,Bella+Canvas,2021-06-08 01:14:53.531160,13851.44
35,7565,26,6.5,84.0,47.5,2022-08-30 01:14:53.531160,Kids,Jeans,High,178.54,Jeans in Kids category,Available,234,33,15,Supplier_10,JiffyShirts,2022-08-02 01:14:53.531160,4340.47
33,9069,67,44.97,26.0,46.0,2024-08-15 01:14:53.531160,Shoes,Sweater,Medium,78.35,Sweater in Shoes category,Out of Stock,67,21,4,Supplier_3,AlphaBroder,2024-07-25 01:14:53.531160,2888.59
46,9184,30,28.51,67.0,51.75,2023-11-13 01:14:53.531160,Shoes,Dress,Low,9.9,Dress in Shoes category,Available,30,13,9,Supplier_5,Royal Apparel,2023-10-10 01:14:53.531160,212.28
8,8888,14,47.15,30.0,34.25,2024-02-22 01:14:53.531160,Kids,Shorts,Low,28.25,Shorts in Kids category,Out of Stock,79,78,15,Supplier_4,Bella+Canvas,2023-11-29 01:14:53.531160,209.01
25,2866,102,42.27,14.0,53.25,2021-06-24 01:14:53.531160,Kids,Dress,Medium,91.99,Dress in Kids category,Out of Stock,122,34,13,Supplier_8,TSC Apparel,2021-04-19 01:14:53.531160,5417.29
27,2671,123,21.07,102.0,67.25,2021-07-08 01:14:53.531160,Kids,Shorts,Low,19.67,Shorts in Kids category,Available,171,22,10,Supplier_7,Blankstyle,2021-06-26 01:14:53.531160,1909.99
19,8729,113,27.44,123.0,88.0,2021-05-11 01:14:53.531160,Men,Jeans,Low,22.49,Jeans in Men category,Available,201,64,2,Supplier_9,Wholesale Fashion Square,2021-03-19 01:14:53.531160,1843.74
26,5533,83,23.0,113.0,105.25,2024-06-26 01:14:53.531160,Women,Coat,Medium,89.74,Coat in Women category,Out of Stock,290,8,5,Supplier_3,AlphaBroder,2024-04-20 01:14:53.531160,5735.13
37,1466,80,13.33,83.0,99.75,2023-09-16 01:14:53.531160,Men,Shirt,Low,6.77,Shirt in Men category,Available,256,58,3,Supplier_1,FashionGo,2023-07-21 01:14:53.531160,469.56
36,6723,47,16.54,80.0,80.75,2023-09-07 01:14:53.531160,Kids,Bags,Premium,424.6,Bags in Kids category,Out of Stock,47,32,7,Supplier_2,Apparel Distribution Center,2023-06-17 01:14:53.531160,16655.4
30,7698,16,10.0,47.0,56.5,2021-07-28 01:14:53.531160,Shoes,Shorts,Premium,360.45,Shorts in Shoes category,Out of Stock,74,79,15,Supplier_5,Royal Apparel,2021-06-19 01:14:53.531160,5190.36
17,5015,19,48.79,16.0,40.5,2023-04-28 01:14:53.531160,Kids,Dress,Medium,96.44,Dress in Kids category,Available,236,79,9,Supplier_5,Royal Apparel,2023-03-06 01:14:53.531160,938.29
36,7436,50,13.64,19.0,33.0,2022-09-08 01:14:53.531160,Shoes,Hat,Premium,435.24,Hat in Shoes category,Out of Stock,125,27,7,Supplier_3,AlphaBroder,2022-07-21 01:14:53.531160,18794.76
32,6873,9,47.77,50.0,23.5,2023-08-11 01:14:53.531160,Shoes,Jeans,Low,5.57,Jeans in Shoes category,Available,17,68,8,Supplier_5,Royal Apparel,2023-07-05 01:14:53.531160,26.17
1,4567,58,38.12,9.0,34.0,2024-01-01 01:14:53.531160,Accessories,Hat,Medium,51.2,Hat in Accessories category,Available,58,35,8,Supplier_1,FashionGo,2023-11-05 01:14:53.531160,1837.61
28,4584,28,17.33,58.0,36.25,2021-07-14 01:14:53.531160,Kids,Shorts,Medium,59.54,Shorts in Kids category,Available,134,17,2,Supplier_10,JiffyShirts,2021-06-11 01:14:53.531160,1378.22
23,2067,34,41.15,28.0,32.25,2022-06-11 01:14:53.531160,Men,Jacket,Premium,205.61,Jacket in Men category,Available,265,70,5,Supplier_1,FashionGo,2022-03-24 01:14:53.531160,4114.36
5,7328,113,41.96,34.0,58.25,2024-02-04 01:14:53.531160,Accessories,Shirt,Premium,208.59,Shirt in Accessories category,Out of Stock,130,58,8,Supplier_9,Wholesale Fashion Square,2023-11-08 01:14:53.531160,13680.09
5,1855,39,30.73,113.0,53.5,2024-02-03 01:14:53.531160,Accessories,Jeans,Medium,61.46,Jeans in Accessories category,Available,242,63,1,Supplier_7,Blankstyle,2023-11-14 01:14:53.531160,1660.52
10,3789,64,22.25,39.0,62.5,2024-03-04 01:14:53.531160,Women,Coat,Medium,85.58,Coat in Women category,Out of Stock,265,68,12,Supplier_7,Blankstyle,2024-01-21 01:14:53.531160,4258.53
19,1407,67,17.83,64.0,70.75,2021-05-13 01:14:53.531160,Shoes,Shirt,High,162.74,Shirt in Shoes category,Available,119,9,1,Supplier_8,TSC Apparel,2021-03-27 01:14:53.531160,8959.65
43,5515,2,37.3,67.0,43.0,2021-10-30 01:14:53.531160,Men,Shorts,Low,24.9,Shorts in Men category,Out of Stock,68,68,3,Supplier_1,FashionGo,2021-10-10 01:14:53.531160,31.22
41,6392,113,49.99,2.0,61.5,2023-10-13 01:14:53.531160,Men,Shorts,High,137.77,Shorts in Men category,Out of Stock,241,30,4,Supplier_6,S&S Activewear,2023-08-22 01:14:53.531160,7786.05
31,8176,38,48.58,113.0,55.0,2022-08-05 01:14:53.531160,Accessories,Shirt,High,150.02,Shirt in Accessories category,Out of Stock,95,32,8,Supplier_2,Apparel Distribution Center,2022-06-21 01:14:53.531160,2931.16
19,6246,84,13.87,38.0,59.25,2023-05-10 01:14:53.531160,Women,Coat,Low,6.76,Coat in Women category,Out of Stock,135,27,11,Supplier_2,Apparel Distribution Center,2023-02-13 01:14:53.531160,489.06
47,2812,72,42.59,84.0,76.75,2023-11-21 01:14:53.531160,Kids,Sneakers,Medium,75.52,Sneakers in Kids category,Available,129,8,14,Supplier_4,Bella+Canvas,2023-10-08 01:14:53.531160,3121.28
5,7174,98,8.49,72.0,73.0,2024-02-01 01:14:53.531160,Women,Dress,High,166.29,Dress in Women category,Out of Stock,98,53,10,Supplier_3,AlphaBroder,2023-12-03 01:14:53.531160,14912.8
17,6418,50,27.9,98.0,76.0,2023-04-25 01:14:53.531160,Shoes,Coat,Low,22.37,Coat in Shoes category,Out of Stock,229,56,10,Supplier_3,AlphaBroder,2023-04-08 01:14:53.531160,806.38
22,4802,63,13.1,50.0,70.75,2021-06-05 01:14:53.531160,Men,Shorts,High,189.89,Shorts in Men category,Available,86,11,13,Supplier_5,Royal Apparel,2021-05-03 01:14:53.531160,10395.3
39,3371,90,16.59,63.0,75.25,2021-10-02 01:14:53.531160,Shoes,Bags,Premium,234.49,Bags in Shoes category,Available,243,43,15,Supplier_7,Blankstyle,2021-07-16 01:14:53.531160,17603.33
4,9212,35,38.74,90.0,59.5,2023-01-24 01:14:53.531160,Kids,Bags,Medium,34.37,Bags in Kids category,Available,241,58,14,Supplier_4,Bella+Canvas,2022-11-05 01:14:53.531160,736.97
38,1017,11,33.77,35.0,49.75,2024-09-18 01:14:53.531160,Kids,Jacket,Medium,40.32,Jacket in Kids category,Out of Stock,25,32,14,Supplier_7,Blankstyle,2024-07-10 01:14:53.531160,293.76
2,6894,16,38.85,11.0,38.0,2023-01-12 01:14:53.531160,Men,Jeans,Premium,331.37,Jeans in Men category,Out of Stock,169,8,13,Supplier_3,AlphaBroder,2022-12-03 01:14:53.531160,3242.24
14,9753,69,5.79,16.0,32.75,2023-04-07 01:14:53.531160,Men,Hat,Low,5.31,Hat in Men category,Out of Stock,101,41,7,Supplier_2,Apparel Distribution Center,2023-02-26 01:14:53.531160,345.27
10,4411,101,15.21,69.0,49.25,2023-03-10 01:14:53.531160,Shoes,Sweater,Medium,78.86,Sweater in Shoes category,Out of Stock,159,31,8,Supplier_10,JiffyShirts,2022-12-19 01:14:53.531160,6753.29
8,7772,63,42.6,101.0,62.25,2024-02-22 01:14:53.531160,Men,Jeans,High,136.64,Jeans in Men category,Available,116,11,12,Supplier_4,Bella+Canvas,2023-12-30 01:14:53.531160,4941.15
47,4778,70,13.7,63.0,75.75,2021-11-23 01:14:53.531160,Kids,Jeans,Medium,93.18,Jeans in Kids category,Out of Stock,257,11,7,Supplier_1,FashionGo,2021-09-20 01:14:53.531160,5628.58
12,1538,67,40.4,70.0,75.25,2022-03-26 01:14:53.532163,Men,Bags,High,158.87,Bags in Men category,Available,149,78,5,Supplier_3,AlphaBroder,2022-01-02 01:14:53.532163,6343.55
13,3898,55,36.76,67.0,63.75,2024-03-26 01:14:53.532163,Accessories,Bags,Premium,377.46,Bags in Accessories category,Out of Stock,208,41,12,Supplier_4,Bella+Canvas,2024-02-13 01:14:53.532163,13129.69
12,4135,46,7.58,55.0,59.5,2022-03-21 01:14:53.532163,Accessories,Shorts,Premium,374.91,Shorts in Accessories category,Out of Stock,228,66,1,Supplier_8,TSC Apparel,2021-12-27 01:14:53.532163,15937.71
25,6490,17,23.85,46.0,46.25,2022-06-22 01:14:53.532163,Accessories,Bags,Low,5.19,Bags in Accessories category,Out of Stock,31,76,1,Supplier_4,Bella+Canvas,2022-06-19 01:14:53.532163,67.18
45,4474,54,42.2,17.0,43.0,2023-11-09 01:14:53.532163,Kids,Dress,Medium,63.08,Dress in Kids category,Available,108,39,5,Supplier_2,Apparel Distribution Center,2023-09-04 01:14:53.532163,1968.81
37,7447,74,41.45,54.0,47.75,2024-09-12 01:14:53.532163,Kids,Sweater,Medium,73.65,Sweater in Kids category,Available,256,24,7,Supplier_5,Royal Apparel,2024-06-26 01:14:53.532163,3190.94
25,1797,70,25.01,74.0,53.75,2023-06-21 01:14:53.532163,Kids,Shirt,Premium,485.96,Shirt in Kids category,Available,70,32,9,Supplier_10,JiffyShirts,2023-05-10 01:14:53.532163,25508.72
17,2291,83,19.08,70.0,70.25,2023-04-25 01:14:53.532163,Women,Shorts,Medium,87.2,Shorts in Women category,Out of Stock,83,56,11,Supplier_9,Wholesale Fashion Square,2023-02-24 01:14:53.532163,5856.63
16,8252,25,43.31,83.0,63.0,2022-04-20 01:14:53.532163,Men,Shirt,Premium,338.68,Shirt in Men category,Available,101,63,2,Supplier_10,JiffyShirts,2022-02-24 01:14:53.532163,4800.27
24,8236,107,5.2,25.0,71.25,2021-06-19 01:14:53.532163,Women,Bags,Medium,98.51,Bags in Women category,Available,123,17,3,Supplier_7,Blankstyle,2021-05-29 01:14:53.532163,9992.48
34,8531,72,19.94,107.0,71.75,2023-08-22 01:14:53.532163,Men,Sweater,Premium,490.41,Sweater in Men category,Available,223,70,12,Supplier_6,S&S Activewear,2023-06-09 01:14:53.532163,28268.44
34,3338,67,42.84,72.0,67.75,2024-08-22 01:14:53.532163,Men,Jacket,Medium,73.93,Jacket in Men category,Out of Stock,144,20,4,Supplier_6,S&S Activewear,2024-08-04 01:14:53.532163,2831.59
32,2002,92,36.01,67.0,84.5,2021-08-10 01:14:53.532163,Men,Jacket,Medium,86.91,Jacket in Men category,Available,92,67,13,Supplier_10,JiffyShirts,2021-06-19 01:14:53.532163,5117.13
3,6084,143,6.77,92.0,93.5,2023-01-21 01:14:53.532163,Kids,Jacket,Low,26.25,Jacket in Kids category,Out of Stock,181,34,6,Supplier_4,Bella+Canvas,2022-12-27 01:14:53.532163,3500.11
37,7051,50,40.59,143.0,88.0,2024-09-09 01:14:53.532163,Accessories,Bags,Medium,71.03,Bags in Accessories category,Out of Stock,141,53,7,Supplier_1,FashionGo,2024-08-18 01:14:53.532163,2110.02
42,1114,83,23.87,50.0,92.0,2022-10-21 01:14:53.532163,Accessories,Shorts,Low,7.77,Shorts in Accessories category,Available,160,64,2,Supplier_10,JiffyShirts,2022-08-20 01:14:53.532163,491.18
48,9485,37,22.78,83.0,78.25,2023-12-03 01:14:53.532163,Kids,Jeans,Premium,360.07,Jeans in Kids category,Available,257,49,11,Supplier_10,JiffyShirts,2023-10-29 01:14:53.532163,10288.09
8,9868,73,45.33,37.0,60.75,2022-02-26 01:14:53.532163,Men,Hat,Premium,436.15,Hat in Men category,Available,73,28,13,Supplier_6,S&S Activewear,2021-12-09 01:14:53.532163,17406.18
43,6783,31,46.12,73.0,56.0,2022-10-26 01:14:53.532163,Women,Shirt,Medium,89.3,Shirt in Women category,Available,31,7,3,Supplier_6,S&S Activewear,2022-10-21 01:14:53.532163,1491.47
38,6925,86,22.83,31.0,56.75,2024-09-16 01:14:53.532163,Women,Bags,Premium,305.12,Bags in Women category,Available,86,71,3,Supplier_1,FashionGo,2024-07-18 01:14:53.532163,20249.16
52,8154,7,46.98,86.0,49.25,2022-12-30 01:14:53.532163,Women,Sneakers,High,168.1,Sneakers in Women category,Available,63,66,1,Supplier_2,Apparel Distribution Center,2022-10-01 01:14:53.532163,623.85
3,5761,15,28.73,7.0,34.75,2022-01-20 01:14:53.532163,Men,Sweater,Low,14.81,Sweater in Men category,Available,19,77,15,Supplier_1,FashionGo,2022-01-12 01:14:53.532163,158.35
9,2684,12,34.6,15.0,30.0,2024-03-01 01:14:53.532163,Women,Jeans,Medium,52.29,Jeans in Women category,Out of Stock,54,15,3,Supplier_3,AlphaBroder,2024-02-04 01:14:53.532163,410.4
23,2508,102,20.65,12.0,34.0,2022-06-09 01:14:53.532163,Kids,Jacket,Medium,60.12,Jacket in Kids category,Out of Stock,102,28,5,Supplier_3,AlphaBroder,2022-03-13 01:14:53.532163,4866.09
5,6364,117,10.9,102.0,61.5,2022-02-05 01:14:53.532163,Kids,Sneakers,Medium,63.86,Sneakers in Kids category,Out of Stock,260,49,13,Supplier_5,Royal Apparel,2021-11-27 01:14:53.532163,6657.58
41,3942,25,31.09,117.0,64.0,2021-10-16 01:14:53.532163,Accessories,Bags,Medium,65.75,Bags in Accessories category,Out of Stock,187,5,11,Supplier_6,S&S Activewear,2021-09-29 01:14:53.532163,1132.71
18,7615,27,28.82,25.0,67.75,2024-05-03 01:14:53.532163,Women,Sneakers,Low,25.78,Sneakers in Women category,Out of Stock,191,49,10,Supplier_2,Apparel Distribution Center,2024-02-08 01:14:53.532163,495.37
41,1580,16,43.05,27.0,46.25,2024-10-09 01:14:53.532163,Accessories,Bags,Low,12.19,Bags in Accessories category,Out of Stock,274,75,9,Supplier_3,AlphaBroder,2024-10-03 01:14:53.532163,111.04
34,6029,15,46.7,16.0,20.75,2021-08-28 01:14:53.532163,Accessories,Sweater,Medium,56.97,Sweater in Accessories category,Out of Stock,65,66,12,Supplier_10,JiffyShirts,2021-07-19 01:14:53.532163,455.49
13,5563,87,17.3,15.0,36.25,2021-03-31 01:14:53.532163,Women,Jeans,High,144.41,Jeans in Women category,Out of Stock,169,73,4,Supplier_1,FashionGo,2021-01-23 01:14:53.532163,10389.82
44,3832,54,5.11,87.0,43.0,2023-10-30 01:14:53.532163,Shoes,Dress,High,187.34,Dress in Shoes category,Out of Stock,201,51,9,Supplier_9,Wholesale Fashion Square,2023-10-19 01:14:53.532163,9599.89
33,2663,74,45.43,54.0,57.5,2021-08-17 01:14:53.532163,Kids,Jacket,High,180.87,Jacket in Kids category,Available,118,52,10,Supplier_7,Blankstyle,2021-06-23 01:14:53.532163,7303.13
44,5464,50,25.15,74.0,66.25,2022-11-01 01:14:53.532163,Women,Jacket,High,179.45,Jacket in Women category,Out of Stock,50,32,13,Supplier_2,Apparel Distribution Center,2022-09-24 01:14:53.532163,6715.72
25,5398,11,29.65,50.0,47.25,2024-06-18 01:14:53.532163,Men,Bags,High,158.81,Bags in Men category,Out of Stock,229,51,11,Supplier_10,JiffyShirts,2024-06-03 01:14:53.532163,1228.93
13,9676,54,45.02,11.0,47.25,2023-03-30 01:14:53.532163,Kids,Hat,Low,5.81,Hat in Kids category,Available,54,53,4,Supplier_6,S&S Activewear,2023-03-23 01:14:53.532163,172.45
19,2302,20,8.47,54.0,33.75,2024-05-12 01:14:53.532163,Accessories,Shirt,Low,8.29,Shirt in Accessories category,Out of Stock,170,64,9,Supplier_3,AlphaBroder,2024-04-24 01:14:53.532163,151.78
33,5343,18,11.52,20.0,25.75,2021-08-21 01:14:53.532163,Kids,Sweater,Medium,37.08,Sweater in Kids category,Out of Stock,231,53,14,Supplier_7,Blankstyle,2021-05-26 01:14:53.532163,590.53
8,3304,90,42.88,18.0,45.5,2023-02-23 01:14:53.532163,Shoes,Shirt,Low,18.53,Shirt in Shoes category,Out of Stock,121,74,3,Supplier_10,JiffyShirts,2022-12-01 01:14:53.532163,952.42
29,3871,61,39.18,90.0,47.25,2022-07-18 01:14:53.532163,Shoes,Coat,Premium,467.49,Coat in Shoes category,Available,125,14,13,Supplier_5,Royal Apparel,2022-06-06 01:14:53.532163,17344.64
33,1470,99,44.67,61.0,67.0,2023-08-17 01:14:53.532163,Men,Dress,High,115.63,Dress in Men category,Out of Stock,113,23,13,Supplier_10,JiffyShirts,2023-06-15 01:14:53.532163,6333.76
17,7974,6,7.4,99.0,64.0,2021-05-01 01:14:53.532163,Men,Jacket,High,160.77,Jacket in Men category,Out of Stock,29,69,9,Supplier_4,Bella+Canvas,2021-04-19 01:14:53.532163,893.2
36,5652,77,36.41,6.0,60.75,2021-09-12 01:14:53.532163,Shoes,Jeans,Premium,235.14,Jeans in Shoes category,Available,138,69,12,Supplier_8,TSC Apparel,2021-07-15 01:14:53.532163,11513.95
34,7545,88,11.58,77.0,67.5,2023-08-27 01:14:53.532163,Shoes,Jeans,Medium,84.83,Jeans in Shoes category,Out of Stock,88,37,14,Supplier_1,FashionGo,2023-06-07 01:14:53.532163,6600.37
15,2755,74,9.87,88.0,61.25,2024-04-11 01:14:53.532163,Women,Bags,High,159.22,Bags in Women category,Available,74,71,9,Supplier_8,TSC Apparel,2024-03-07 01:14:53.532163,10618.77
51,3326,117,42.94,74.0,89.0,2023-12-24 01:14:53.532163,Shoes,Sweater,Low,17.7,Sweater in Shoes category,Available,263,21,11,Supplier_5,Royal Apparel,2023-11-11 01:14:53.532163,1181.84
37,4324,39,45.68,117.0,79.5,2023-09-12 01:14:53.532163,Men,Sweater,Premium,239.66,Sweater in Men category,Available,161,16,11,Supplier_8,TSC Apparel,2023-09-08 01:14:53.532163,5076.72
25,8914,106,32.11,39.0,84.0,2024-06-21 01:14:53.532163,Accessories,Dress,Premium,484.32,Dress in Accessories category,Available,181,37,2,Supplier_7,Blankstyle,2024-06-19 01:14:53.532163,34851.1
23,5268,17,43.12,106.0,69.75,2022-06-10 01:14:53.532163,Kids,Bags,Premium,432.96,Bags in Kids category,Available,277,11,14,Supplier_8,TSC Apparel,2022-04-06 01:14:53.532163,4186.23
27,6786,48,16.11,17.0,52.5,2022-07-07 01:14:53.532163,Women,Jeans,Medium,88.55,Jeans in Women category,Out of Stock,271,16,8,Supplier_9,Wholesale Fashion Square,2022-05-17 01:14:53.532163,3565.64
16,9464,113,8.05,48.0,71.0,2022-04-19 01:14:53.532163,Men,Shorts,Low,25.19,Shorts in Men category,Available,159,18,12,Supplier_8,TSC Apparel,2022-04-16 01:14:53.532163,2617.13
36,7248,63,10.58,113.0,60.25,2022-09-08 01:14:53.532163,Women,Sneakers,Medium,41.31,Sneakers in Women category,Available,235,58,5,Supplier_4,Bella+Canvas,2022-08-14 01:14:53.532163,2326.99
11,8928,71,48.89,63.0,73.75,2021-03-18 01:14:53.532163,Accessories,Coat,Premium,445.38,Coat in Accessories category,Out of Stock,149,26,8,Supplier_2,Apparel Distribution Center,2021-02-26 01:14:53.532163,16160.9
35,4965,67,5.04,71.0,78.5,2024-08-26 01:14:53.532163,Kids,Jeans,High,151.49,Jeans in Kids category,Available,67,21,6,Supplier_4,Bella+Canvas,2024-06-16 01:14:53.532163,9638.4
5,5855,22,15.13,67.0,55.75,2022-02-05 01:14:53.532163,Shoes,Jeans,Medium,98.06,Jeans in Shoes category,Out of Stock,27,61,2,Supplier_10,JiffyShirts,2022-02-05 01:14:53.532163,1830.74
34,4593,94,23.33,22.0,63.5,2023-08-24 01:14:53.532163,Kids,Sweater,Medium,86.05,Sweater in Kids category,Out of Stock,299,13,2,Supplier_4,Bella+Canvas,2023-07-17 01:14:53.532163,6201.41
36,6581,99,44.16,94.0,70.5,2021-09-10 01:14:53.532163,Accessories,Coat,Medium,77.16,Coat in Accessories category,Available,163,23,10,Supplier_4,Bella+Canvas,2021-07-02 01:14:53.532163,4266.11
38,5344,96,33.74,99.0,77.75,2021-09-21 01:14:53.532163,Men,Dress,Low,27.57,Dress in Men category,Available,99,54,13,Supplier_4,Bella+Canvas,2021-07-08 01:14:53.532163,1753.67
2,9251,93,40.55,96.0,95.5,2023-01-15 01:14:53.532163,Men,Jacket,Medium,71.49,Jacket in Men category,Available,229,63,3,Supplier_7,Blankstyle,2023-01-02 01:14:53.532163,3952.36
22,2400,47,49.06,93.0,83.75,2021-06-03 01:14:53.532163,Men,Bags,Medium,55.16,Bags in Men category,Available,47,38,12,Supplier_3,AlphaBroder,2021-05-13 01:14:53.532163,1320.67
35,4907,18,7.89,47.0,63.5,2022-09-03 01:14:53.532163,Shoes,Sweater,Premium,206.37,Sweater in Shoes category,Out of Stock,59,60,11,Supplier_7,Blankstyle,2022-07-31 01:14:53.532163,3421.55
22,2740,103,22.04,18.0,65.25,2024-05-29 01:14:53.532163,Women,Hat,Low,15.02,Hat in Women category,Out of Stock,124,64,13,Supplier_1,FashionGo,2024-03-15 01:14:53.532163,1206.29
38,1886,78,17.68,103.0,61.5,2024-09-16 01:14:53.532163,Accessories,Bags,Medium,40.59,Bags in Accessories category,Out of Stock,288,22,9,Supplier_7,Blankstyle,2024-08-18 01:14:53.532163,2606.01
25,4618,18,21.35,78.0,54.25,2024-06-19 01:14:53.532163,Shoes,Coat,Medium,95.32,Coat in Shoes category,Out of Stock,174,14,2,Supplier_7,Blankstyle,2024-04-27 01:14:53.532163,1349.45
